date,carrier,destcity,depdelay,arrdelay,time
2015-01-18,AA,Minneapolis,11,14,60
2015-01-18,AA,Los Angeles,9,-11,234
2015-01-18,AA,Dallas,-4,-20,105
2015-01-18,AA,Dallas,-7,-34,104
2015-01-18,AA,Washington,-1,0,84
2015-01-18,AA,Dallas,-6,-39,103
2015-01-18,AA,Dallas,-5,-18,110
2015-01-18,AA,Washington,-6,-11,84
2015-01-18,AA,Los Angeles,-3,-14,241
2015-01-18,AA,Dallas,-8,-28,109
2015-01-18,AA,Dallas,1,-20,111
2015-01-18,AA,Washington,-8,-8,81
2015-01-18,AA,Dallas,-8,-28,111
2015-01-18,AA,Dallas,-4,-23,112
2015-01-18,AA,Washington,-3,-4,79
2015-01-18,AA,Dallas,-2,-5,108
2015-01-18,AA,Dallas,-6,-21,111
2015-01-18,AA,Washington,-7,-9,84
2015-01-18,AA,Dallas,-8,-25,105
2015-01-18,AA,Dallas,-3,-14,105
2015-01-18,AA,Dallas,-7,-20,109
2015-01-18,AA,Dallas,-3,-20,108
2015-01-18,AA,Washington,-6,-3,85
2015-01-18,AA,San Francisco,29,17,256
2015-01-18,EV,Minneapolis,5,-6,63
2015-01-18,MQ,Minneapolis,1,-7,62
2015-01-18,MQ,Minneapolis,0,-8,54
2015-01-18,OO,Minneapolis,-3,-22,64
2015-01-18,OO,Washington,90,98,75
2015-01-18,OO,Dallas,-6,0,116
2015-01-18,OO,Minneapolis,-4,-2,61
2015-01-18,OO,Dallas,0,-6,125
2015-01-18,OO,Dallas,10,-9,113
2015-01-18,OO,Dallas,57,39,108
2015-01-18,OO,Dallas,4,-6,113
2015-01-18,OO,Washington,-4,6,86
2015-01-18,UA,Washington,-5,-27,80
2015-01-18,UA,San Francisco,22,56,276
2015-01-18,UA,San Francisco,11,1,255
2015-01-18,UA,San Francisco,-6,9,255
2015-01-18,UA,Los Angeles,-3,-9,236
2015-01-18,UA,Boston,-2,-1,116
2015-01-18,UA,Washington,-8,-10,91
2015-01-18,UA,Washington,-4,-18,85
2015-01-18,UA,Minneapolis,0,-11,60
2015-01-18,UA,New York,-7,-13,107
2015-01-18,UA,San Francisco,13,5,250
2015-01-18,UA,Washington,5,5,78
2015-01-18,UA,Boston,-4,-17,107
2015-01-18,UA,San Francisco,10,10,257
2015-01-18,UA,New York,3,4,97
2015-01-18,UA,Los Angeles,8,-2,234
2015-01-18,UA,New York,-6,-21,96
2015-01-18,UA,New York,-5,-7,101
2015-01-18,UA,Los Angeles,1,-9,245
2015-01-18,UA,Los Angeles,1,-9,237
2015-01-18,UA,San Francisco,8,1,241
2015-01-18,UA,Los Angeles,-6,-17,236
2015-01-18,UA,San Francisco,15,9,253
2015-01-18,UA,Washington,8,4,79
2015-01-18,UA,New York,-5,-13,102
2015-01-18,UA,Washington,-8,-18,84
2015-01-18,UA,Los Angeles,45,34,225
2015-01-18,UA,New York,1,-15,97
2015-01-18,UA,Boston,16,12,110
2015-01-18,UA,Los Angeles,2,-2,239
2015-01-18,UA,Los Angeles,-5,-2,240
2015-01-18,UA,New York,-2,-8,101
2015-01-18,UA,Minneapolis,72,64,61
2015-01-18,UA,New York,-10,-20,103
2015-01-18,UA,San Francisco,157,150,264
2015-01-19,AA,Washington,5,-8,78
2015-01-19,AA,Los Angeles,5,8,253
2015-01-19,AA,San Francisco,-4,3,267
2015-01-19,AA,New York,-6,-25,95
2015-01-19,AA,New York,-6,-23,96
2015-01-19,AA,Washington,-8,-14,79
2015-01-19,AA,New York,0,-10,92
2015-01-19,AA,New York,-5,1,97
2015-01-19,AA,New York,-2,-9,97
2015-01-19,AA,Boston,10,1,109
2015-01-19,AA,Boston,-4,-11,106
2015-01-19,AA,New York,-3,2,108
2015-01-19,AA,New York,30,34,104
2015-01-19,AA,New York,0,-5,103
2015-01-19,AA,New York,-8,-7,103
2015-01-19,AA,New York,-3,-5,97
2015-01-19,AA,New York,-1,-8,93
2015-01-19,AA,New York,3,1,95
2015-01-19,AA,New York,5,9,96
2015-01-19,AA,New York,10,35,110
2015-01-19,AA,New York,-1,13,112
2015-01-19,AA,New York,17,20,100
2015-01-19,AA,Boston,-7,-24,103
2015-01-19,AA,Washington,-9,-11,80
2015-01-19,AA,San Francisco,-3,-3,267
2015-01-19,AA,Los Angeles,5,4,245
2015-01-19,AA,Minneapolis,0,-5,61
2015-01-19,AA,Los Angeles,1,-2,250
2015-01-19,AA,Minneapolis,-8,-16,61
2015-01-19,AA,Boston,-6,-19,103
2015-01-19,AA,Boston,0,-10,107
2015-01-19,AA,Los Angeles,-1,-4,250
2015-01-19,AA,Boston,-7,-25,99
2015-01-19,AA,Los Angeles,-5,-6,254
2015-01-19,AA,Boston,0,-6,103
2015-01-19,AA,Boston,-1,-7,108
2015-01-19,AA,Los Angeles,0,7,260
2015-01-19,AA,Minneapolis,-4,-10,64
2015-01-19,AA,Minneapolis,0,-3,66
2015-01-19,AA,Los Angeles,-4,-3,253
2015-01-19,AA,Dallas,-6,-4,118
2015-01-19,AA,Dallas,-6,-18,116
2015-01-19,AA,Washington,11,11,82
2015-01-19,AA,Dallas,-4,-15,117
2015-01-19,AA,Dallas,-1,-21,116
2015-01-19,AA,Dallas,38,28,113
2015-01-19,AA,Washington,31,23,76
2015-01-19,AA,Los Angeles,3,1,252
2015-01-19,AA,Dallas,-3,-14,118
2015-01-19,AA,Dallas,-6,-14,115
2015-01-19,AA,Washington,0,-4,82
2015-01-19,AA,Dallas,54,33,119
2015-01-19,AA,Dallas,-5,-25,116
2015-01-19,AA,Washington,-12,-17,75
2015-01-19,AA,Dallas,10,4,116
2015-01-19,AA,Dallas,1,-6,110
2015-01-19,AA,Washington,-6,1,77
2015-01-19,AA,Dallas,-4,-23,114
2015-01-19,AA,Dallas,-6,-11,115
2015-01-19,AA,Dallas,-4,-9,120
2015-01-19,AA,Dallas,47,29,117
2015-01-19,AA,San Francisco,88,97,263
2015-01-19,AA,Washington,0,-6,77
2015-01-19,AA,San Francisco,-4,-26,250
2015-01-19,AA,New York,-7,-12,100
2015-01-19,EV,Minneapolis,-5,-6,69
2015-01-19,EV,Minneapolis,27,17,65
2015-01-19,EV,Minneapolis,-7,-25,68
2015-01-19,EV,Minneapolis,-2,10,84
2015-01-19,EV,Minneapolis,-4,-11,69
2015-01-19,MQ,Minneapolis,25,22,61
2015-01-19,MQ,Minneapolis,-1,-5,59
2015-01-19,OO,Minneapolis,8,11,66
2015-01-19,OO,Minneapolis,68,75,68
2015-01-19,OO,Dallas,-2,-20,118
2015-01-19,OO,Boston,-3,-5,114
2015-01-19,OO,Dallas,65,47,114
2015-01-19,OO,Washington,60,47,77
2015-01-19,OO,Washington,4,-3,80
2015-01-19,OO,Dallas,9,-1,119
2015-01-19,OO,Dallas,16,3,115
2015-01-19,OO,Washington,-2,-9,78
2015-01-19,UA,Boston,-6,-13,107
2015-01-19,UA,San Francisco,54,70,262
2015-01-19,UA,New York,5,-4,93
2015-01-19,UA,San Francisco,-1,-13,257
2015-01-19,UA,San Francisco,59,57,264
2015-01-19,UA,Boston,-4,1,107
2015-01-19,UA,Minneapolis,-1,-3,66
2015-01-19,UA,Washington,0,-12,76
2015-01-19,UA,Los Angeles,63,62,245
2015-01-19,UA,Boston,5,0,105
2015-01-19,UA,New York,0,27,106
2015-01-19,UA,Los Angeles,16,-1,240
2015-01-19,UA,Washington,-3,-20,81
2015-01-19,UA,Los Angeles,0,0,244
2015-01-19,UA,Minneapolis,13,10,60
2015-01-19,UA,New York,-4,-18,96
2015-01-19,UA,San Francisco,5,4,252
2015-01-19,UA,Dallas,-5,-22,114
2015-01-19,UA,Washington,-5,-19,78
2015-01-19,UA,Washington,10,-1,77
2015-01-19,UA,Dallas,6,-3,116
2015-01-19,UA,San Francisco,16,9,257
2015-01-19,UA,New York,-4,-23,89
2015-01-19,UA,San Francisco,0,5,264
2015-01-19,UA,New York,-5,-22,94
2015-01-19,UA,New York,-2,-5,103
2015-01-19,UA,New York,11,9,109
2015-01-19,UA,New York,-2,19,111
2015-01-19,UA,New York,25,40,113
2015-01-19,UA,Washington,7,-8,75
2015-01-19,UA,San Francisco,0,-10,264
2015-01-19,UA,New York,8,-10,92
2015-01-19,UA,Los Angeles,-1,17,242
2015-01-19,UA,New York,29,20,94
2015-01-19,UA,Los Angeles,-5,-5,246
2015-01-19,UA,Boston,32,14,106
2015-01-19,UA,Los Angeles,-1,-8,246
2015-01-19,UA,Los Angeles,1,22,236
2015-01-19,UA,San Francisco,19,17,263
2015-01-19,UA,New York,-4,-16,98
2015-01-19,UA,Washington,0,-17,78
2015-01-19,UA,New York,15,13,97
2015-01-19,UA,Los Angeles,-5,8,246
2015-01-19,UA,Los Angeles,33,29,236
2015-01-19,UA,Washington,-5,-9,76
2015-01-19,UA,Minneapolis,-3,-8,65
2015-01-19,UA,San Francisco,2,14,260
2015-01-19,UA,Boston,41,24,101
2015-01-20,AA,Washington,-3,-10,84
2015-01-20,AA,Los Angeles,167,172,246
2015-01-20,AA,San Francisco,0,8,255
2015-01-20,AA,New York,-3,-20,96
2015-01-20,AA,New York,-3,-14,96
2015-01-20,AA,Washington,-4,-12,79
2015-01-20,AA,New York,-8,-12,97
2015-01-20,AA,New York,-2,-3,101
2015-01-20,AA,New York,-3,-11,96
2015-01-20,AA,Boston,-3,-10,109
2015-01-20,AA,Boston,22,22,106
2015-01-20,AA,New York,-5,-7,100
2015-01-20,AA,New York,0,0,98
2015-01-20,AA,New York,-8,-12,97
2015-01-20,AA,New York,-5,-4,100
2015-01-20,AA,New York,-3,-9,95
2015-01-20,AA,New York,-1,-6,94
2015-01-20,AA,New York,-3,-11,89
2015-01-20,AA,New York,16,5,91
2015-01-20,AA,New York,-3,-17,95
2015-01-20,AA,New York,7,3,93
2015-01-20,AA,New York,-4,-8,99
2015-01-20,AA,Boston,-8,-18,105
2015-01-20,AA,Washington,-3,-9,81
2015-01-20,AA,San Francisco,-5,-13,252
2015-01-20,AA,Los Angeles,14,3,236
2015-01-20,AA,Minneapolis,-9,-7,60
2015-01-20,AA,Los Angeles,1,1,248
2015-01-20,AA,Minneapolis,14,13,59
2015-01-20,AA,Boston,-6,-15,104
2015-01-20,AA,Boston,0,-9,105
2015-01-20,AA,Los Angeles,-3,-16,244
2015-01-20,AA,Boston,-6,-20,102
2015-01-20,AA,Los Angeles,0,-4,248
2015-01-20,AA,Boston,-3,6,105
2015-01-20,AA,Boston,21,20,107
2015-01-20,AA,Los Angeles,6,-6,243
2015-01-20,AA,Minneapolis,-7,-11,59
2015-01-20,AA,Minneapolis,0,-10,61
2015-01-20,AA,Los Angeles,0,19,264
2015-01-20,AA,Dallas,1,14,119
2015-01-20,AA,Dallas,-4,-18,124
2015-01-20,AA,Washington,9,0,81
2015-01-20,AA,Dallas,-4,-15,119
2015-01-20,AA,Dallas,-4,-13,118
2015-01-20,AA,Dallas,37,32,121
2015-01-20,AA,Washington,5,0,79
2015-01-20,AA,Los Angeles,9,15,250
2015-01-20,AA,Dallas,-7,-8,121
2015-01-20,AA,Dallas,-3,-3,121
2015-01-20,AA,Washington,-6,-10,78
2015-01-20,AA,Dallas,-3,-4,122
2015-01-20,AA,Dallas,-9,-17,120
2015-01-20,AA,Washington,5,2,78
2015-01-20,AA,Dallas,-1,-4,123
2015-01-20,AA,Dallas,17,4,114
2015-01-20,AA,Washington,6,-1,80
2015-01-20,AA,Dallas,-4,-17,119
2015-01-20,AA,Dallas,-8,-15,122
2015-01-20,AA,Dallas,-6,-18,120
2015-01-20,AA,Dallas,-8,-16,121
2015-01-20,AA,San Francisco,54,49,263
2015-01-20,AA,Washington,12,0,79
2015-01-20,AA,San Francisco,0,-19,248
2015-01-20,AA,New York,-6,-15,94
2015-01-20,EV,Minneapolis,-2,-2,69
2015-01-20,EV,Minneapolis,-10,-15,62
2015-01-20,EV,Minneapolis,5,-5,70
2015-01-20,EV,Minneapolis,-4,4,81
2015-01-20,EV,Minneapolis,-4,-12,69
2015-01-20,MQ,Minneapolis,0,7,58
2015-01-20,MQ,Minneapolis,-2,26,53
2015-01-20,OO,Minneapolis,-3,13,90
2015-01-20,OO,Washington,18,12,80
2015-01-20,OO,Minneapolis,3,36,92
2015-01-20,OO,Dallas,16,10,122
2015-01-20,OO,Boston,0,6,118
2015-01-20,OO,Dallas,1,0,128
2015-01-20,OO,Washington,71,63,80
2015-01-20,OO,Washington,280,285,77
2015-01-20,OO,Dallas,48,52,122
2015-01-20,OO,Dallas,22,62,125
2015-01-20,OO,Washington,-5,-5,81
2015-01-20,UA,Los Angeles,-5,10,246
2015-01-20,UA,Boston,-7,0,108
2015-01-20,UA,San Francisco,-4,-18,255
2015-01-20,UA,New York,19,1,88
2015-01-20,UA,Minneapolis,6,-10,57
2015-01-20,UA,Washington,-6,-19,83
2015-01-20,UA,Washington,-1,-8,81
2015-01-20,UA,Washington,-7,-15,79
2015-01-20,UA,Dallas,-4,-21,123
2015-01-20,UA,New York,-3,-13,98
2015-01-20,UA,New York,-5,-13,97
2015-01-20,UA,New York,-6,-26,91
2015-01-20,UA,San Francisco,3,4,257
2015-01-20,UA,San Francisco,-4,-18,246
2015-01-20,UA,New York,-1,-11,99
2015-01-20,UA,New York,-3,-6,100
2015-01-20,UA,New York,-7,-9,97
2015-01-20,UA,New York,0,3,109
2015-01-20,UA,New York,-5,-18,96
2015-01-20,UA,New York,-7,-24,92
2015-01-20,UA,Washington,169,156,75
2015-01-20,UA,Boston,15,20,104
2015-01-20,UA,San Francisco,-3,-9,257
2015-01-20,UA,New York,-6,-17,89
2015-01-20,UA,San Francisco,66,72,251
2015-01-20,UA,New York,-4,-10,98
2015-01-20,UA,Minneapolis,2,-4,66
2015-01-20,UA,Washington,13,1,78
2015-01-20,UA,Washington,11,7,84
2015-01-20,UA,San Francisco,0,-1,256
2015-01-20,UA,Los Angeles,9,0,244
2015-01-20,UA,San Francisco,15,5,246
2015-01-20,UA,San Francisco,11,-4,256
2015-01-20,UA,Boston,4,-3,106
2015-01-20,UA,New York,-4,-18,97
2015-01-20,UA,Los Angeles,-4,-7,245
2015-01-20,UA,New York,-7,-19,98
2015-01-20,UA,Los Angeles,3,3,241
2015-01-20,UA,Los Angeles,2,10,241
2015-01-20,UA,Los Angeles,4,31,248
2015-01-20,UA,Washington,-3,-14,75
2015-01-20,UA,Boston,-3,-16,106
2015-01-20,UA,Boston,3,-5,107
2015-01-20,UA,New York,1,-6,99
2015-01-20,UA,Los Angeles,-3,-6,249
2015-01-20,UA,Minneapolis,-2,-9,62
2015-01-20,UA,San Francisco,43,43,263
2015-01-20,UA,Dallas,-1,-15,125
2015-01-20,UA,San Francisco,63,38,253
2015-01-20,UA,Los Angeles,-3,-8,248
2015-01-20,UA,Washington,-6,-17,78
2015-01-20,UA,San Francisco,15,8,248
2015-01-21,AA,Washington,2,-8,80
2015-01-21,AA,Los Angeles,13,5,232
2015-01-21,AA,San Francisco,29,9,243
2015-01-21,AA,New York,12,20,99
2015-01-21,AA,New York,0,-4,100
2015-01-21,AA,Washington,-3,-3,86
2015-01-21,AA,New York,0,1,99
2015-01-21,AA,New York,0,6,94
2015-01-21,AA,New York,-6,-9,96
2015-01-21,AA,Boston,2,2,111
2015-01-21,AA,Boston,-4,-6,109
2015-01-21,AA,New York,58,46,95
2015-01-21,AA,New York,4,-3,99
2015-01-21,AA,New York,8,-3,94
2015-01-21,AA,New York,12,2,93
2015-01-21,AA,New York,-4,-14,93
2015-01-21,AA,New York,1,0,94
2015-01-21,AA,New York,17,14,91
2015-01-21,AA,New York,-2,-13,90
2015-01-21,AA,New York,2,-11,91
2015-01-21,AA,New York,-3,-13,93
2015-01-21,AA,New York,-7,-16,97
2015-01-21,AA,Boston,8,1,108
2015-01-21,AA,Washington,1,-2,83
2015-01-21,AA,San Francisco,15,-19,230
2015-01-21,AA,Los Angeles,20,-3,226
2015-01-21,AA,Minneapolis,47,36,55
2015-01-21,AA,Los Angeles,-2,-24,230
2015-01-21,AA,Minneapolis,-1,-14,56
2015-01-21,AA,Boston,-4,0,115
2015-01-21,AA,Boston,1,3,109
2015-01-21,AA,Los Angeles,8,-1,229
2015-01-21,AA,Boston,-9,-13,111
2015-01-21,AA,Los Angeles,13,-2,230
2015-01-21,AA,Boston,13,5,104
2015-01-21,AA,Boston,0,14,114
2015-01-21,AA,Los Angeles,-5,-47,220
2015-01-21,AA,Minneapolis,23,8,54
2015-01-21,AA,Minneapolis,-3,-15,54
2015-01-21,AA,Los Angeles,13,0,224
2015-01-21,AA,Dallas,-11,-6,129
2015-01-21,AA,Dallas,5,0,130
2015-01-21,AA,Washington,3,-4,79
2015-01-21,AA,Dallas,-1,1,127
2015-01-21,AA,Dallas,0,-4,128
2015-01-21,AA,Dallas,-3,7,131
2015-01-21,AA,Washington,-4,-11,81
2015-01-21,AA,Los Angeles,6,-17,224
2015-01-21,AA,Dallas,4,14,136
2015-01-21,AA,Dallas,17,6,119
2015-01-21,AA,Washington,13,9,78
2015-01-21,AA,Dallas,-4,-3,125
2015-01-21,AA,Dallas,147,148,128
2015-01-21,AA,Washington,-4,-11,78
2015-01-21,AA,Dallas,5,6,123
2015-01-21,AA,Dallas,-1,3,129
2015-01-21,AA,Washington,6,-1,83
2015-01-21,AA,Dallas,24,19,129
2015-01-21,AA,Dallas,-5,-8,126
2015-01-21,AA,Dallas,-11,-2,126
2015-01-21,AA,Dallas,95,88,120
2015-01-21,AA,San Francisco,0,-22,243
2015-01-21,AA,Washington,7,6,84
2015-01-21,AA,San Francisco,33,-3,233
2015-01-21,AA,New York,-1,-5,95
2015-01-21,EV,Minneapolis,15,3,58
2015-01-21,EV,Minneapolis,12,-4,57
2015-01-21,EV,Minneapolis,3,-6,58
2015-01-21,EV,Minneapolis,6,3,66
2015-01-21,MQ,Minneapolis,56,48,59
2015-01-21,MQ,Minneapolis,0,-15,51
2015-01-21,OO,Minneapolis,-1,3,58
2015-01-21,OO,Washington,0,12,88
2015-01-21,OO,Minneapolis,84,89,55
2015-01-21,OO,Dallas,1,10,130
2015-01-21,OO,Boston,4,19,112
2015-01-21,OO,Dallas,6,15,134
2015-01-21,OO,Washington,128,177,81
2015-01-21,OO,Washington,75,83,93
2015-01-21,OO,Dallas,-6,16,133
2015-01-21,OO,Dallas,65,73,134
2015-01-21,OO,Washington,8,20,89
2015-01-21,UA,Los Angeles,22,-5,227
2015-01-21,UA,New York,7,6,97
2015-01-21,UA,Minneapolis,4,-1,64
2015-01-21,UA,Los Angeles,4,15,230
2015-01-21,UA,Los Angeles,4,-6,227
2015-01-21,UA,San Francisco,-3,-30,247
2015-01-21,UA,San Francisco,36,6,239
2015-01-21,UA,San Francisco,27,-9,226
2015-01-21,UA,Los Angeles,15,9,228
2015-01-21,UA,San Francisco,4,-30,237
2015-01-21,UA,Boston,18,9,108
2015-01-21,UA,New York,6,-4,95
2015-01-21,UA,Washington,37,20,75
2015-01-21,UA,Washington,5,-4,79
2015-01-21,UA,Los Angeles,25,-1,228
2015-01-21,UA,Los Angeles,2,11,220
2015-01-21,UA,Los Angeles,-1,-23,232
2015-01-21,UA,New York,-5,-19,93
2015-01-21,UA,Los Angeles,0,-18,234
2015-01-21,UA,Washington,25,24,81
2015-01-21,UA,Boston,10,5,107
2015-01-21,UA,New York,-10,-12,103
2015-01-21,UA,Washington,0,-7,87
2015-01-21,UA,Los Angeles,-3,-21,226
2015-01-21,UA,New York,-6,-18,96
2015-01-21,UA,Minneapolis,6,2,64
2015-01-21,UA,San Francisco,3,-20,251
2015-01-21,UA,New York,-2,-21,90
2015-01-21,UA,San Francisco,-5,-3,239
2015-01-21,UA,Washington,0,-5,83
2015-01-21,UA,Dallas,-5,-6,129
2015-01-21,UA,Boston,-5,-13,108
2015-01-21,UA,Boston,38,30,107
2015-01-21,UA,San Francisco,-3,-24,237
2015-01-21,UA,San Francisco,22,-13,235
2015-01-21,UA,San Francisco,-2,-28,234
2015-01-21,UA,Minneapolis,-2,-15,55
2015-01-21,UA,Washington,-4,-17,86
2015-01-21,UA,New York,-2,11,101
2015-01-21,UA,Washington,7,4,84
2015-01-21,UA,Washington,107,95,83
2015-01-21,UA,Dallas,-5,-10,126
2015-01-21,UA,New York,21,3,92
2015-01-21,UA,New York,-2,-17,95
2015-01-21,UA,San Francisco,-4,-23,240
2015-01-21,UA,New York,14,0,91
2015-01-21,UA,New York,0,-18,94
2015-01-21,UA,New York,0,-17,92
2015-01-21,UA,New York,0,-11,99
2015-01-21,UA,New York,-5,-18,92
2015-01-21,UA,Boston,-3,-10,108
2015-01-21,UA,New York,-6,-20,97
2015-01-21,UA,San Francisco,-4,-30,242
2015-01-22,AA,Washington,-7,-4,85
2015-01-22,AA,Los Angeles,10,-25,217
2015-01-22,AA,San Francisco,-3,-46,214
2015-01-22,AA,New York,0,-15,96
2015-01-22,AA,New York,46,26,95
2015-01-22,AA,Washington,-9,-21,77
2015-01-22,AA,New York,-5,-15,90
2015-01-22,AA,New York,-6,-6,92
2015-01-22,AA,New York,30,37,94
2015-01-22,AA,Boston,-4,-18,104
2015-01-22,AA,Boston,-2,4,102
2015-01-22,AA,New York,-2,19,93
2015-01-22,AA,New York,-6,-14,93
2015-01-22,AA,New York,-5,-17,96
2015-01-22,AA,New York,-4,-5,93
2015-01-22,AA,New York,0,-12,94
2015-01-22,AA,New York,-5,-15,91
2015-01-22,AA,New York,-3,-14,94
2015-01-22,AA,New York,-4,-19,86
2015-01-22,AA,New York,-4,17,100
2015-01-22,AA,New York,-5,-14,91
2015-01-22,AA,New York,-3,-4,97
2015-01-22,AA,Boston,-8,-11,109
2015-01-22,AA,Washington,-6,-11,86
2015-01-22,AA,San Francisco,27,-8,227
2015-01-22,AA,Los Angeles,-3,-38,206
2015-01-22,AA,Minneapolis,0,0,63
2015-01-22,AA,Los Angeles,0,-38,218
2015-01-22,AA,Minneapolis,-4,-16,55
2015-01-22,AA,Boston,4,-4,111
2015-01-22,AA,Boston,-8,-17,104
2015-01-22,AA,Los Angeles,-3,-43,216
2015-01-22,AA,Boston,-6,-16,105
2015-01-22,AA,Los Angeles,0,-25,217
2015-01-22,AA,Boston,-4,3,109
2015-01-22,AA,Boston,-1,-8,105
2015-01-22,AA,Los Angeles,-4,-54,210
2015-01-22,AA,Minneapolis,-7,-23,57
2015-01-22,AA,Minneapolis,-6,-19,58
2015-01-22,AA,Los Angeles,0,-28,216
2015-01-22,AA,Dallas,16,13,136
2015-01-22,AA,Dallas,-7,-2,133
2015-01-22,AA,Washington,-3,-14,82
2015-01-22,AA,Dallas,-7,3,141
2015-01-22,AA,Dallas,-5,-3,136
2015-01-22,AA,Dallas,-6,-2,130
2015-01-22,AA,Washington,-7,-17,75
2015-01-22,AA,Los Angeles,3,-35,213
2015-01-22,AA,Dallas,-5,9,144
2015-01-22,AA,Dallas,-1,41,140
2015-01-22,AA,Washington,14,7,75
2015-01-22,AA,Dallas,-1,27,140
2015-01-22,AA,Dallas,2,6,131
2015-01-22,AA,Washington,-10,-6,89
2015-01-22,AA,Dallas,31,36,134
2015-01-22,AA,Dallas,-5,-4,122
2015-01-22,AA,Washington,-1,-9,80
2015-01-22,AA,Dallas,22,36,139
2015-01-22,AA,Dallas,-1,-2,123
2015-01-22,AA,Dallas,-4,12,140
2015-01-22,AA,San Francisco,-6,-31,242
2015-01-22,AA,Washington,-5,-17,79
2015-01-22,AA,San Francisco,0,-32,226
2015-01-22,AA,New York,-11,-17,93
2015-01-22,EV,Minneapolis,100,81,58
2015-01-22,EV,Minneapolis,33,15,57
2015-01-22,EV,Minneapolis,-7,16,86
2015-01-22,EV,Minneapolis,-10,-26,63
2015-01-22,MQ,Minneapolis,3,6,62
2015-01-22,MQ,Minneapolis,-2,-12,54
2015-01-22,OO,Minneapolis,-2,-6,70
2015-01-22,OO,Washington,54,92,86
2015-01-22,OO,Minneapolis,-3,2,71
2015-01-22,OO,Dallas,0,17,149
2015-01-22,OO,Boston,-5,-8,113
2015-01-22,OO,Dallas,20,38,142
2015-01-22,OO,Washington,57,50,82
2015-01-22,OO,Washington,-2,-7,78
2015-01-22,OO,Dallas,352,365,141
2015-01-22,OO,Dallas,7,20,141
2015-01-22,OO,Washington,-1,-6,81
2015-01-22,UA,San Francisco,19,-8,229
2015-01-22,UA,Minneapolis,1,-13,57
2015-01-22,UA,Washington,7,-7,79
2015-01-22,UA,Boston,-1,-13,104
2015-01-22,UA,New York,0,-18,84
2015-01-22,UA,San Francisco,-1,-54,214
2015-01-22,UA,San Francisco,-3,-21,221
2015-01-22,UA,Los Angeles,18,-6,216
2015-01-22,UA,Washington,-3,-9,74
2015-01-22,UA,Los Angeles,-4,-44,213
2015-01-22,UA,San Francisco,19,17,247
2015-01-22,UA,Los Angeles,2,-24,218
2015-01-22,UA,Washington,-4,-15,76
2015-01-22,UA,Los Angeles,86,47,204
2015-01-22,UA,Minneapolis,16,-2,56
2015-01-22,UA,Boston,-3,-11,104
2015-01-22,UA,New York,-9,-21,93
2015-01-22,UA,Minneapolis,3,-7,59
2015-01-22,UA,San Francisco,22,-11,214
2015-01-22,UA,New York,20,6,91
2015-01-22,UA,Los Angeles,6,-48,204
2015-01-22,UA,Dallas,-13,-7,137
2015-01-22,UA,New York,-7,-22,94
2015-01-22,UA,Washington,-10,-22,81
2015-01-22,UA,Washington,-4,-8,83
2015-01-22,UA,Washington,-2,-6,84
2015-01-22,UA,Washington,-2,-22,73
2015-01-22,UA,Dallas,0,8,140
2015-01-22,UA,New York,-8,-26,92
2015-01-22,UA,New York,0,-15,95
2015-01-22,UA,New York,-2,-19,92
2015-01-22,UA,San Francisco,21,-15,221
2015-01-22,UA,New York,-8,-21,92
2015-01-22,UA,San Francisco,95,53,221
2015-01-22,UA,New York,-6,-14,97
2015-01-22,UA,New York,8,7,99
2015-01-22,UA,New York,-2,-14,94
2015-01-22,UA,New York,7,-2,92
2015-01-22,UA,San Francisco,8,-23,230
2015-01-22,UA,Boston,39,41,108
2015-01-22,UA,San Francisco,-2,-28,231
2015-01-22,UA,San Francisco,-5,-24,254
2015-01-22,UA,New York,-3,-12,96
2015-01-22,UA,Los Angeles,5,-26,216
2015-01-22,UA,New York,12,3,101
2015-01-22,UA,Washington,14,-2,75
2015-01-22,UA,Boston,20,15,106
2015-01-22,UA,Los Angeles,3,-32,217
2015-01-22,UA,San Francisco,0,-52,209
2015-01-22,UA,Los Angeles,-3,-30,216
2015-01-22,UA,San Francisco,5,-34,224
2015-01-22,UA,Boston,25,13,106
2015-01-22,UA,New York,1,-13,95
2015-01-22,UA,Los Angeles,-2,8,215
2015-01-23,AA,Washington,-7,-12,80
2015-01-23,AA,Los Angeles,12,-19,218
2015-01-23,AA,San Francisco,1,-23,229
2015-01-23,AA,New York,-2,8,100
2015-01-23,AA,New York,6,-3,103
2015-01-23,AA,Washington,-10,-13,78
2015-01-23,AA,New York,-3,-12,94
2015-01-23,AA,New York,-5,-13,91
2015-01-23,AA,New York,-7,-14,88
2015-01-23,AA,Boston,-7,-22,100
2015-01-23,AA,Boston,-2,-18,99
2015-01-23,AA,New York,-5,-12,96
2015-01-23,AA,New York,9,-5,93
2015-01-23,AA,New York,0,-11,93
2015-01-23,AA,New York,-7,-15,94
2015-01-23,AA,New York,-1,-4,101
2015-01-23,AA,New York,-7,-13,95
2015-01-23,AA,New York,-3,-6,98
2015-01-23,AA,New York,-5,2,96
2015-01-23,AA,New York,-4,-9,99
2015-01-23,AA,New York,-7,-20,93
2015-01-23,AA,Boston,-5,-21,104
2015-01-23,AA,Washington,-8,-16,80
2015-01-23,AA,San Francisco,-4,-42,231
2015-01-23,AA,Los Angeles,-2,-32,210
2015-01-23,AA,Minneapolis,-5,-11,56
2015-01-23,AA,Los Angeles,-1,-38,214
2015-01-23,AA,Minneapolis,-6,-23,56
