cityName,date,elctConsumption
Shanghai,2012/3/4,36016.29
Jiangsu,2012/3/4,116931
Zhejiang,2012/3/4,75867.2
Anhui,2012/3/4,33706.23
Fujian,2012/3/4,41753.41
Eastern China,2012/3/5,323007
Shanghai,2012/3/5,40501.37
Jiangsu,2012/3/5,124171.01
Zhejiang,2012/3/5,79045.1
Anhui,2012/3/5,34380.43
Fujian,2012/3/5,43537.54
Eastern China,2012/3/6,319916.63
Shanghai,2012/3/6,40059.7
Jiangsu,2012/3/6,123437.01
Zhejiang,2012/3/6,79167.1
Anhui,2012/3/6,33606.64
Fujian,2012/3/6,42363.18
Eastern China,2012/3/7,324652.76
Shanghai,2012/3/7,40856.13
Jiangsu,2012/3/7,125565.01
Zhejiang,2012/3/7,80491.6
Anhui,2012/3/7,34151.95
Fujian,2012/3/7,42292.07
Eastern China,2012/3/8,324783.39
Shanghai,2012/3/8,40674.92
Jiangsu,2012/3/8,125135
Zhejiang,2012/3/8,80373.1
Anhui,2012/3/8,34266.12
Fujian,2012/3/8,43029.25
Eastern China,2012/3/9,325284.7
Shanghai,2012/3/9,40602.57
Jiangsu,2012/3/9,125208.01
Zhejiang,2012/3/9,80742.6
Anhui,2012/3/9,33808.72
Fujian,2012/3/9,43592.8
Eastern China,2012/3/10,314453.54
Shanghai,2012/3/10,37450.5
Jiangsu,2012/3/10,120724.01
Zhejiang,2012/3/10,78532.4
Anhui,2012/3/10,32991.89
Fujian,2012/3/10,43459.74
Eastern China,2012/3/11,302962.33
Shanghai,2012/3/11,35836.65
Jiangsu,2012/3/11,116150
Zhejiang,2012/3/11,74445.2
Anhui,2012/3/11,32709.92
Fujian,2012/3/11,42539.56
Eastern China,2012/3/12,319291.44
Shanghai,2012/3/12,39824.41
Jiangsu,2012/3/12,122146
Zhejiang,2012/3/12,79240.5
Anhui,2012/3/12,33761.95
Fujian,2012/3/12,43063.58
Eastern China,2012/3/13,317936.36
Shanghai,2012/3/13,38993.3
Jiangsu,2012/3/13,122664.02
Zhejiang,2012/3/13,79152
Anhui,2012/3/13,33086.61
Fujian,2012/3/13,42798.43
Eastern China,2012/3/14,310531.37
Shanghai,2012/3/14,37727.34
Jiangsu,2012/3/14,119996
Zhejiang,2012/3/14,77727.4
Anhui,2012/3/14,32087.01
Fujian,2012/3/14,41747.62
Eastern China,2012/3/15,311526.36
Shanghai,2012/3/15,38255.79
Jiangsu,2012/3/15,121035.99
Zhejiang,2012/3/15,77895.1
Anhui,2012/3/15,32189.9
Fujian,2012/3/15,40833.58
Eastern China,2012/3/16,304670.16
Shanghai,2012/3/16,36419.77
Jiangsu,2012/3/16,118826.01
Zhejiang,2012/3/16,75577.7
Anhui,2012/3/16,32143.97
Fujian,2012/3/16,40479.71
Eastern China,2012/3/17,299181.98
Shanghai,2012/3/17,34318.05
Jiangsu,2012/3/17,116533
Zhejiang,2012/3/17,74961.4
Anhui,2012/3/17,32101.64
Fujian,2012/3/17,40069.89
Eastern China,2012/3/18,286168.07
Shanghai,2012/3/18,32478.96
Jiangsu,2012/3/18,110871
Zhejiang,2012/3/18,71414.4
Anhui,2012/3/18,31055.21
Fujian,2012/3/18,39184.5
Eastern China,2012/3/19,309641.69
Shanghai,2012/3/19,37294.87
Jiangsu,2012/3/19,120655
Zhejiang,2012/3/19,76512.6
Anhui,2012/3/19,33668.76
Fujian,2012/3/19,40370.46
Eastern China,2012/3/20,314342.95
Shanghai,2012/3/20,38519.56
Jiangsu,2012/3/20,121232
Zhejiang,2012/3/20,78892.5
Anhui,2012/3/20,33610.1
Fujian,2012/3/20,40960.79
Eastern China,2012/3/21,310010.44
Shanghai,2012/3/21,37279.65
Jiangsu,2012/3/21,120122
Zhejiang,2012/3/21,76774.1
Anhui,2012/3/21,32838.28
Fujian,2012/3/21,41740.41
Eastern China,2012/3/22,308814.08
Shanghai,2012/3/22,36093.9
Jiangsu,2012/3/22,121630
Zhejiang,2012/3/22,75590.3
Anhui,2012/3/22,32707.73
Fujian,2012/3/22,41613.15
Eastern China,2012/3/23,312209.27
Shanghai,2012/3/23,38000.03
Jiangsu,2012/3/23,121657
Zhejiang,2012/3/23,77647.2
Anhui,2012/3/23,31776.94
Fujian,2012/3/23,41967.1
Eastern China,2012/3/24,298132.74
Shanghai,2012/3/24,33967.9
Jiangsu,2012/3/24,114710
Zhejiang,2012/3/24,75485.2
Anhui,2012/3/24,30992.46
Fujian,2012/3/24,41788.18
Eastern China,2012/3/25,284404.11
Shanghai,2012/3/25,31427.08
Jiangsu,2012/3/25,108707
Zhejiang,2012/3/25,71972.5
Anhui,2012/3/25,30135.01
Fujian,2012/3/25,40960.52
Eastern China,2012/3/26,296567.47
Shanghai,2012/3/26,34152.54
Jiangsu,2012/3/26,113409.59
Zhejiang,2012/3/26,75314.6
Anhui,2012/3/26,30691.64
Fujian,2012/3/26,41780.1
Eastern China,2012/3/27,299008.46
Shanghai,2012/3/27,34059.41
Jiangsu,2012/3/27,114436
Zhejiang,2012/3/27,76030.7
Anhui,2012/3/27,30747.46
Fujian,2012/3/27,42595.89
Eastern China,2012/3/28,297760.37
Shanghai,2012/3/28,33675.16
Jiangsu,2012/3/28,113469.01
Zhejiang,2012/3/28,76196.3
Anhui,2012/3/28,30492.15
Fujian,2012/3/28,42700.75
Eastern China,2012/3/29,298435.81
Shanghai,2012/3/29,33500.75
Jiangsu,2012/3/29,113796
Zhejiang,2012/3/29,76897.9
Anhui,2012/3/29,30591.52
Fujian,2012/3/29,42413.64
Eastern China,2012/3/30,299162.11
Shanghai,2012/3/30,33993.25
Jiangsu,2012/3/30,114453.01
Zhejiang,2012/3/30,76874.4
Anhui,2012/3/30,30293.36
Fujian,2012/3/30,42369.09
Eastern China,2012/3/31,293153.84
Shanghai,2012/3/31,32933.15
Jiangsu,2012/3/31,111951
Zhejiang,2012/3/31,75565.5
Anhui,2012/3/31,29761.18
Fujian,2012/3/31,41757.01
Eastern China,2012/4/1,285647.07
Shanghai,2012/4/1,31772.9
Jiangsu,2012/4/1,108565
Zhejiang,2012/4/1,73362.2
Anhui,2012/4/1,29886.67
Fujian,2012/4/1,40930.3
Eastern China,2012/4/2,283653.15
Shanghai,2012/4/2,30276.65
Jiangsu,2012/4/2,107767.01
Zhejiang,2012/4/2,73385.5
Anhui,2012/4/2,29621.68
Fujian,2012/4/2,41539.31
Eastern China,2012/4/3,273557.02
Shanghai,2012/4/3,29040.96
Jiangsu,2012/4/3,104401.02
Zhejiang,2012/4/3,69695.4
Anhui,2012/4/3,28944.72
Fujian,2012/4/3,40472.92
Eastern China,2012/4/4,245334.63
Shanghai,2012/4/4,26580.55
Jiangsu,2012/4/4,92930.01
Zhejiang,2012/4/4,59442.4
Anhui,2012/4/4,28098.42
Fujian,2012/4/4,37289.25
Eastern China,2012/4/5,278972.07
Shanghai,2012/4/5,31519.38
Jiangsu,2012/4/5,105374.01
Zhejiang,2012/4/5,70762.9
Anhui,2012/4/5,29733.94
Fujian,2012/4/5,40421.84
Eastern China,2012/4/6,293977.87
Shanghai,2012/4/6,32735.53
Jiangsu,2012/4/6,111836
Zhejiang,2012/4/6,76038
Anhui,2012/4/6,30302.84
Fujian,2012/4/6,41890.5
Eastern China,2012/4/7,294393.68
Shanghai,2012/4/7,31547.4
Jiangsu,2012/4/7,111668.01
Zhejiang,2012/4/7,77274.2
Anhui,2012/4/7,30695.41
Fujian,2012/4/7,42077.66
Eastern China,2012/4/8,285678.65
Shanghai,2012/4/8,30205.4
Jiangsu,2012/4/8,107500
Zhejiang,2012/4/8,74923
Anhui,2012/4/8,30246.77
Fujian,2012/4/8,41659.48
Eastern China,2012/4/9,293946.32
Shanghai,2012/4/9,32971.44
Jiangsu,2012/4/9,111542.99
Zhejiang,2012/4/9,77171.5
Anhui,2012/4/9,30604.85
Fujian,2012/4/9,40531.54
Eastern China,2012/4/10,296077.05
Shanghai,2012/4/10,33738.6
Jiangsu,2012/4/10,111553.01
Zhejiang,2012/4/10,76888.9
Anhui,2012/4/10,30628.51
Fujian,2012/4/10,42086.03
Eastern China,2012/4/11,296290.5
Shanghai,2012/4/11,33711.3
Jiangsu,2012/4/11,112900
Zhejiang,2012/4/11,75285.9
Anhui,2012/4/11,31101.73
Fujian,2012/4/11,42139.57
Eastern China,2012/4/12,295629.66
Shanghai,2012/4/12,33403.47
Jiangsu,2012/4/12,112856.99
Zhejiang,2012/4/12,75089.6
Anhui,2012/4/12,31544.9
Fujian,2012/4/12,41590.7
Eastern China,2012/4/13,297318.18
Shanghai,2012/4/13,33942.03
Jiangsu,2012/4/13,113438.02
Zhejiang,2012/4/13,75082.1
Anhui,2012/4/13,31287.73
Fujian,2012/4/13,42435.3
Eastern China,2012/4/14,292821.46
Shanghai,2012/4/14,32008.53
Jiangsu,2012/4/14,111792.01
Zhejiang,2012/4/14,74706.4
Anhui,2012/4/14,31287.89
Fujian,2012/4/14,41893.63
Eastern China,2012/4/15,279242.59
Shanghai,2012/4/15,30125.9
Jiangsu,2012/4/15,107185
Zhejiang,2012/4/15,70188.6
Anhui,2012/4/15,30482.35
Fujian,2012/4/15,40138.74
Eastern China,2012/4/16,289442.13
Shanghai,2012/4/16,32862.14
Jiangsu,2012/4/16,110930.01
Zhejiang,2012/4/16,72829.4
Anhui,2012/4/16,31184.96
Fujian,2012/4/16,40539.62
Eastern China,2012/4/17,294462.57
Shanghai,2012/4/17,33240.31
Jiangsu,2012/4/17,112851.02
Zhejiang,2012/4/17,74346.3
Anhui,2012/4/17,31426.52
Fujian,2012/4/17,41466.42
Eastern China,2012/4/18,295455.83
Shanghai,2012/4/18,33610.7
Jiangsu,2012/4/18,112745
Zhejiang,2012/4/18,75425.4
Anhui,2012/4/18,31407.81
Fujian,2012/4/18,41150.92
Eastern China,2012/4/19,297409.39
Shanghai,2012/4/19,33615.08
Jiangsu,2012/4/19,113048
Zhejiang,2012/4/19,75770.2
Anhui,2012/4/19,31500.42
Fujian,2012/4/19,42354.69
Eastern China,2012/4/20,297956.26
Shanghai,2012/4/20,33715.11
Jiangsu,2012/4/20,113267
Zhejiang,2012/4/20,76088
Anhui,2012/4/20,31425.77
Fujian,2012/4/20,42318.38
Eastern China,2012/4/21,290698.44
Shanghai,2012/4/21,32178.75
Jiangsu,2012/4/21,110422.01
Zhejiang,2012/4/21,74629.5
Anhui,2012/4/21,30628.08
Fujian,2012/4/21,41742.1
Eastern China,2012/4/22,280013.05
Shanghai,2012/4/22,30267.35
Jiangsu,2012/4/22,105626.99
Zhejiang,2012/4/22,71244.6
Anhui,2012/4/22,30452.66
Fujian,2012/4/22,41336.45
Eastern China,2012/4/23,293226.82
Shanghai,2012/4/23,33098.11
Jiangsu,2012/4/23,110542
Zhejiang,2012/4/23,74345.5
Anhui,2012/4/23,31075.61
Fujian,2012/4/23,42928.6
Eastern China,2012/4/24,296147.26
Shanghai,2012/4/24,34087.82
Jiangsu,2012/4/24,113497
Zhejiang,2012/4/24,74647.6
Anhui,2012/4/24,29910.73
Fujian,2012/4/24,42812.11
Eastern China,2012/4/25,294143
Shanghai,2012/4/25,33786.4
Jiangsu,2012/4/25,112854.02
Zhejiang,2012/4/25,74213.4
Anhui,2012/4/25,29505.52
Fujian,2012/4/25,42588.66
Eastern China,2012/4/26,292595.6
Shanghai,2012/4/26,33464.14
Jiangsu,2012/4/26,112200.01
Zhejiang,2012/4/26,74258
Anhui,2012/4/26,30349.03
Fujian,2012/4/26,41153.42
Eastern China,2012/4/27,293524.2
Shanghai,2012/4/27,33429.12
Jiangsu,2012/4/27,112715
Zhejiang,2012/4/27,74282
Anhui,2012/4/27,30892.35
Fujian,2012/4/27,40922.73
Eastern China,2012/4/28,291220.77
Shanghai,2012/4/28,33143.88
Jiangsu,2012/4/28,110911.01
Zhejiang,2012/4/28,74534.9
Anhui,2012/4/28,30860.07
Fujian,2012/4/28,40453.91
Eastern China,2012/4/29,281486.02
Shanghai,2012/4/29,30908.84
Jiangsu,2012/4/29,108048
Zhejiang,2012/4/29,70613.1
Anhui,2012/4/29,29888.48
Fujian,2012/4/29,40675.6
Eastern China,2012/4/30,259130.65
Shanghai,2012/4/30,28192.18
Jiangsu,2012/4/30,98926.01
Zhejiang,2012/4/30,63103.6
Anhui,2012/4/30,28678.32
Fujian,2012/4/30,39004.54
Eastern China,2012/5/1,219662.02
Shanghai,2012/5/1,25949.55
Jiangsu,2012/5/1,84667.01
Zhejiang,2012/5/1,47003.6
Anhui,2012/5/1,26508.47
Fujian,2012/5/1,34421.39
Eastern China,2012/5/2,255064.64
Shanghai,2012/5/2,30914.04
Jiangsu,2012/5/2,97851
Zhejiang,2012/5/2,58107.8
Anhui,2012/5/2,28571.47
Fujian,2012/5/2,38373.33
Eastern China,2012/5/3,281156.62
Shanghai,2012/5/3,33152.92
Jiangsu,2012/5/3,108290
Zhejiang,2012/5/3,68240.1
Anhui,2012/5/3,30179
Fujian,2012/5/3,40135.6
Eastern China,2012/5/4,290421.88
Shanghai,2012/5/4,33691.55
Jiangsu,2012/5/4,112222
Zhejiang,2012/5/4,71988.6
Anhui,2012/5/4,31165.71
Fujian,2012/5/4,40086.02
Eastern China,2012/5/5,291200.04
Shanghai,2012/5/5,32483.55
Jiangsu,2012/5/5,112344
Zhejiang,2012/5/5,72956.7
Anhui,2012/5/5,31616.21
Fujian,2012/5/5,40515.58
Eastern China,2012/5/6,285077.86
Shanghai,2012/5/6,31501.85
Jiangsu,2012/5/6,109554
Zhejiang,2012/5/6,71342.5
Anhui,2012/5/6,31298.13
Fujian,2012/5/6,40074.38
Eastern China,2012/5/7,301058.67
Shanghai,2012/5/7,35020.74
Jiangsu,2012/5/7,115712.01
Zhejiang,2012/5/7,75430.5
Anhui,2012/5/7,31542.01
Fujian,2012/5/7,42136.41
Eastern China,2012/5/8,299641.97
Shanghai,2012/5/8,34222.8
Jiangsu,2012/5/8,115076.99
Zhejiang,2012/5/8,75087.1
Anhui,2012/5/8,30371.25
Fujian,2012/5/8,43609.83
Eastern China,2012/5/9,301065.08
Shanghai,2012/5/9,34101.87
Jiangsu,2012/5/9,115245.01
Zhejiang,2012/5/9,74950
Anhui,2012/5/9,31173.12
Fujian,2012/5/9,44310.08
Eastern China,2012/5/10,298813.24
Shanghai,2012/5/10,33982.54
Jiangsu,2012/5/10,115342.99
Zhejiang,2012/5/10,75515
Anhui,2012/5/10,31605.85
Fujian,2012/5/10,41094.86
Eastern China,2012/5/11,298458.24
Shanghai,2012/5/11,33774.04
Jiangsu,2012/5/11,115032
Zhejiang,2012/5/11,75675.1
Anhui,2012/5/11,31738.89
Fujian,2012/5/11,40940.21
Eastern China,2012/5/12,294663.73
Shanghai,2012/5/12,32012.75
Jiangsu,2012/5/12,113349
Zhejiang,2012/5/12,75262.5
Anhui,2012/5/12,31428.49
Fujian,2012/5/12,41363.99
Eastern China,2012/5/13,280260.78
Shanghai,2012/5/13,30128.69
Jiangsu,2012/5/13,107500
Zhejiang,2012/5/13,70266.3
Anhui,2012/5/13,30269.72
Fujian,2012/5/13,40835.07
Eastern China,2012/5/14,294889.75
Shanghai,2012/5/14,33372.27
Jiangsu,2012/5/14,111933.01
Zhejiang,2012/5/14,73673.7
Anhui,2012/5/14,30562.62
Fujian,2012/5/14,44104.15
Eastern China,2012/5/15,295477.01
Shanghai,2012/5/15,33636.97
Jiangsu,2012/5/15,113378
Zhejiang,2012/5/15,72420
Anhui,2012/5/15,30543.31
Fujian,2012/5/15,44240.73
Eastern China,2012/5/16,296215.51
Shanghai,2012/5/16,34252.75
Jiangsu,2012/5/16,115033
Zhejiang,2012/5/16,72523.2
Anhui,2012/5/16,31220.61
Fujian,2012/5/16,41946.95
Eastern China,2012/5/17,298687.28
Shanghai,2012/5/17,34876.48
Jiangsu,2012/5/17,115135.02
Zhejiang,2012/5/17,74069.4
Anhui,2012/5/17,31583.65
Fujian,2012/5/17,41824.73
Eastern China,2012/5/18,300882.9
Shanghai,2012/5/18,34977.88
Jiangsu,2012/5/18,116053
Zhejiang,2012/5/18,74771.4
Anhui,2012/5/18,32148.37
Fujian,2012/5/18,41709.25
Eastern China,2012/5/19,289989
Shanghai,2012/5/19,32179
Jiangsu,2012/5/19,112184
Zhejiang,2012/5/19,72567
Anhui,2012/5/19,30991
Fujian,2012/5/19,40897
Eastern China,2012/5/20,274718.23
Shanghai,2012/5/20,29894.5
Jiangsu,2012/5/20,105715.02
Zhejiang,2012/5/20,68115
Anhui,2012/5/20,29815.92
Fujian,2012/5/20,40034.79
Eastern China,2012/5/21,290201.9
Shanghai,2012/5/21,33169.33
Jiangsu,2012/5/21,110928.01
Zhejiang,2012/5/21,72123.8
Anhui,2012/5/21,30692.18
Fujian,2012/5/21,42151.58
Eastern China,2012/5/22,296511.6
Shanghai,2012/5/22,33886.62
Jiangsu,2012/5/22,113852
Zhejiang,2012/5/22,74061.1
Anhui,2012/5/22,31099.12
Fujian,2012/5/22,42387.76
Eastern China,2012/5/23,297694.4
Shanghai,2012/5/23,33993.42
Jiangsu,2012/5/23,113768.01
Zhejiang,2012/5/23,74427.5
Anhui,2012/5/23,31371.93
Fujian,2012/5/23,42970.54
Eastern China,2012/5/24,297994.3
Shanghai,2012/5/24,34054.98
Jiangsu,2012/5/24,113710
Zhejiang,2012/5/24,74260.1
Anhui,2012/5/24,31141.94
Fujian,2012/5/24,43672.28
Eastern China,2012/5/25,297497.7
Shanghai,2012/5/25,33586.03
Jiangsu,2012/5/25,113470.02
Zhejiang,2012/5/25,73789.5
Anhui,2012/5/25,31119.83
Fujian,2012/5/25,44343.32
Eastern China,2012/5/26,290515.37
Shanghai,2012/5/26,31614.6
Jiangsu,2012/5/26,111276
Zhejiang,2012/5/26,72293.1
Anhui,2012/5/26,31087.6
Fujian,2012/5/26,43052.07
Eastern China,2012/5/27,277269.7
Shanghai,2012/5/27,29542.7
Jiangsu,2012/5/27,106114
Zhejiang,2012/5/27,68811.4
Anhui,2012/5/27,30711.22
Fujian,2012/5/27,40903.38
Eastern China,2012/5/28,290685.89
Shanghai,2012/5/28,33042.73
Jiangsu,2012/5/28,111543.01
Zhejiang,2012/5/28,72409.5
Anhui,2012/5/28,31211.18
Fujian,2012/5/28,41243.47
Eastern China,2012/5/29,296178.58
Shanghai,2012/5/29,33987.16
Jiangsu,2012/5/29,113524.99
Zhejiang,2012/5/29,74013.2
Anhui,2012/5/29,30963.25
Fujian,2012/5/29,42503.98
Eastern China,2012/5/30,292705.79
Shanghai,2012/5/30,33117.81
Jiangsu,2012/5/30,112627.99
Zhejiang,2012/5/30,72199.8
Anhui,2012/5/30,30447.39
Fujian,2012/5/30,43127.8
Eastern China,2012/5/31,289904.77
Shanghai,2012/5/31,33180.22
Jiangsu,2012/5/31,111714
Zhejiang,2012/5/31,71566.6
Anhui,2012/5/31,30424.35
Fujian,2012/5/31,41847.6
Eastern China,2012/6/1,286670.49
Shanghai,2012/6/1,33311.5
Jiangsu,2012/6/1,110799.99
Zhejiang,2012/6/1,69709.8
Anhui,2012/6/1,30218.19
Fujian,2012/6/1,41468.01
Eastern China,2012/6/2,282759.05
Shanghai,2012/6/2,31712.75
Jiangsu,2012/6/2,108647.01
Zhejiang,2012/6/2,69722.4
Anhui,2012/6/2,30274.26
Fujian,2012/6/2,41244.63
Eastern China,2012/6/3,272110.97
Shanghai,2012/6/3,29980.98
Jiangsu,2012/6/3,104076.02
Zhejiang,2012/6/3,67299.5
Anhui,2012/6/3,29746.7
Fujian,2012/6/3,39839.77
Eastern China,2012/6/4,290677.47
Shanghai,2012/6/4,33719.65
Jiangsu,2012/6/4,110632
Zhejiang,2012/6/4,72021
Anhui,2012/6/4,30669.75
Fujian,2012/6/4,42493.07
Eastern China,2012/6/5,298431.7
Shanghai,2012/6/5,34665
Jiangsu,2012/6/5,113969.01
Zhejiang,2012/6/5,73691.4
Anhui,2012/6/5,31511.76
Fujian,2012/6/5,43358.53
Eastern China,2012/6/6,298218.99
Shanghai,2012/6/6,34724.23
Jiangsu,2012/6/6,114097.01
Zhejiang,2012/6/6,73483.8
Anhui,2012/6/6,31170.02
Fujian,2012/6/6,43506.93
Eastern China,2012/6/7,303664.63
Shanghai,2012/6/7,36140.03
Jiangsu,2012/6/7,115859
Zhejiang,2012/6/7,72924.1
Anhui,2012/6/7,31678.71
Fujian,2012/6/7,45845.79
Eastern China,2012/6/8,314504.39
Shanghai,2012/6/8,38164.94
Jiangsu,2012/6/8,119188
Zhejiang,2012/6/8,74576.8
Anhui,2012/6/8,33526.23
Fujian,2012/6/8,47804.42
Eastern China,2012/6/9,311972.24
Shanghai,2012/6/9,36919.81
Jiangsu,2012/6/9,118037.01
Zhejiang,2012/6/9,74036.9
Anhui,2012/6/9,34859.85
Fujian,2012/6/9,46895.67
Eastern China,2012/6/10,298542.5
Shanghai,2012/6/10,35525.55
Jiangsu,2012/6/10,110618
Zhejiang,2012/6/10,71162.7
Anhui,2012/6/10,34779.96
Fujian,2012/6/10,45259.29
Eastern China,2012/6/11,307382.24
Shanghai,2012/6/11,38222.68
Jiangsu,2012/6/11,115601
Zhejiang,2012/6/11,72069.5
Anhui,2012/6/11,34277.99
Fujian,2012/6/11,46053.07
Eastern China,2012/6/12,311870.17
Shanghai,2012/6/12,38467.19
Jiangsu,2012/6/12,118906.99
Zhejiang,2012/6/12,74334.7
Anhui,2012/6/12,35115.46
Fujian,2012/6/12,43891.83
Eastern China,2012/6/13,318336.28
Shanghai,2012/6/13,38213.31
Jiangsu,2012/6/13,121595
Zhejiang,2012/6/13,76141.3
Anhui,2012/6/13,36759.09
Fujian,2012/6/13,44366.58
Eastern China,2012/6/14,317705.41
Shanghai,2012/6/14,38162.65
Jiangsu,2012/6/14,120468
Zhejiang,2012/6/14,76824.1
Anhui,2012/6/14,37629.02
Fujian,2012/6/14,43577.64
Eastern China,2012/6/15,320413.52
Shanghai,2012/6/15,37530.51
Jiangsu,2012/6/15,122072
Zhejiang,2012/6/15,77441.1
Anhui,2012/6/15,37263.13
Fujian,2012/6/15,44896.78
Eastern China,2012/6/16,307389.05
Shanghai,2012/6/16,34576.55
Jiangsu,2012/6/16,116820.99
Zhejiang,2012/6/16,75840.6
Anhui,2012/6/16,36408.82
Fujian,2012/6/16,42527.09
Eastern China,2012/6/17,286251.07
Shanghai,2012/6/17,32013.19
Jiangsu,2012/6/17,109005.99
Zhejiang,2012/6/17,68971.3
Anhui,2012/6/17,34198.76
Fujian,2012/6/17,40847.83
Eastern China,2012/6/18,300899.1
Shanghai,2012/6/18,35108.01
Jiangsu,2012/6/18,116432
Zhejiang,2012/6/18,69153.4
Anhui,2012/6/18,35196.17
Fujian,2012/6/18,43765.52
Eastern China,2012/6/19,306685.98
Shanghai,2012/6/19,35444.78
Jiangsu,2012/6/19,118161
Zhejiang,2012/6/19,70231.7
Anhui,2012/6/19,37437.13
Fujian,2012/6/19,44167.37
Eastern China,2012/6/20,305622.23
Shanghai,2012/6/20,35558.41
Jiangsu,2012/6/20,119593
Zhejiang,2012/6/20,70953.1
Anhui,2012/6/20,35936.72
Fujian,2012/6/20,42324
Eastern China,2012/6/21,311444.71
Shanghai,2012/6/21,36097.01
Jiangsu,2012/6/21,120540.01
Zhejiang,2012/6/21,73128.7
Anhui,2012/6/21,36953.95
Fujian,2012/6/21,43436.04
Eastern China,2012/6/22,300744.7
Shanghai,2012/6/22,33070.77
Jiangsu,2012/6/22,117547.99
Zhejiang,2012/6/22,70405.4
Anhui,2012/6/22,36328.15
Fujian,2012/6/22,42202.39
Eastern China,2012/6/23,250813.65
Shanghai,2012/6/23,28022.21
Jiangsu,2012/6/23,100436.01
Zhejiang,2012/6/23,51370.7
Anhui,2012/6/23,32650.32
Fujian,2012/6/23,37158.41
Eastern China,2012/6/24,268079.35
Shanghai,2012/6/24,30074.75
Jiangsu,2012/6/24,103889
Zhejiang,2012/6/24,59261.5
Anhui,2012/6/24,33914.48
Fujian,2012/6/24,39691.62
Eastern China,2012/6/25,308671.85
Shanghai,2012/6/25,37165.77
Jiangsu,2012/6/25,118519
Zhejiang,2012/6/25,71143.2
Anhui,2012/6/25,36799.7
Fujian,2012/6/25,43746.18
Eastern China,2012/6/26,309385.72
Shanghai,2012/6/26,36530.06
Jiangsu,2012/6/26,117453
Zhejiang,2012/6/26,73511.2
Anhui,2012/6/26,34767.27
Fujian,2012/6/26,45849.19
Eastern China,2012/6/27,306376.47
Shanghai,2012/6/27,36455.37
Jiangsu,2012/6/27,115626
Zhejiang,2012/6/27,74115.5
Anhui,2012/6/27,31632.21
Fujian,2012/6/27,47200.39
Eastern China,2012/6/28,311479.29
Shanghai,2012/6/28,37689.66
Jiangsu,2012/6/28,115969.01
Zhejiang,2012/6/28,76669.1
Anhui,2012/6/28,32036.86
Fujian,2012/6/28,47797.66
Eastern China,2012/6/29,324510.91
Shanghai,2012/6/29,40586.65
Jiangsu,2012/6/29,121367.01
Zhejiang,2012/6/29,79904.5
Anhui,2012/6/29,33668.56
Fujian,2012/6/29,47583.19
Eastern China,2012/6/30,321662.58
Shanghai,2012/6/30,40380.54
Jiangsu,2012/6/30,119345.01
Zhejiang,2012/6/30,80836.8
Anhui,2012/6/30,33311.71
Fujian,2012/6/30,46461.52
Eastern China,2012/7/1,313884.7
Shanghai,2012/7/1,40689.36
Jiangsu,2012/7/1,115029
Zhejiang,2012/7/1,78296.8
Anhui,2012/7/1,32848.61
Fujian,2012/7/1,45620.93
Eastern China,2012/7/2,348862.2
Shanghai,2012/7/2,47844.63
Jiangsu,2012/7/2,125588
Zhejiang,2012/7/2,89719.4
Anhui,2012/7/2,35126.17
Fujian,2012/7/2,49098
Eastern China,2012/7/3,356558.34
Shanghai,2012/7/3,47525.34
Jiangsu,2012/7/3,126300
Zhejiang,2012/7/3,94164.4
Anhui,2012/7/3,36833.71
Fujian,2012/7/3,50188.89
Eastern China,2012/7/4,361629.38
Shanghai,2012/7/4,48388.55
Jiangsu,2012/7/4,125696
Zhejiang,2012/7/4,96189.2
Anhui,2012/7/4,38647.98
Fujian,2012/7/4,51111.65
Eastern China,2012/7/5,374486.13
Shanghai,2012/7/5,49716.12
Jiangsu,2012/7/5,134558
Zhejiang,2012/7/5,97764
Anhui,2012/7/5,39974.86
Fujian,2012/7/5,50913.15
Eastern China,2012/7/6,376537
Shanghai,2012/7/6,50149
Jiangsu,2012/7/6,135468
Zhejiang,2012/7/6,98998
Anhui,2012/7/6,39783
Fujian,2012/7/6,50585
Eastern China,2012/7/7,353978.24
Shanghai,2012/7/7,43200.94
Jiangsu,2012/7/7,127137
Zhejiang,2012/7/7,93167.3
Anhui,2012/7/7,39276.26
Fujian,2012/7/7,49629.74
Eastern China,2012/7/8,335990.64
Shanghai,2012/7/8,40420.14
Jiangsu,2012/7/8,118494.01
Zhejiang,2012/7/8,87154.2
Anhui,2012/7/8,39448.51
Fujian,2012/7/8,48941.78
Eastern China,2012/7/9,373395.62
Shanghai,2012/7/9,47643.78
Jiangsu,2012/7/9,132876.02
Zhejiang,2012/7/9,96577.7
Anhui,2012/7/9,43225.44
Fujian,2012/7/9,51470.68
Eastern China,2012/7/10,388649.96
Shanghai,2012/7/10,50921.77
Jiangsu,2012/7/10,139214
Zhejiang,2012/7/10,100416.8
Anhui,2012/7/10,43788.83
Fujian,2012/7/10,52722.56
Eastern China,2012/7/11,388424.42
Shanghai,2012/7/11,49678.05
Jiangsu,2012/7/11,139219
Zhejiang,2012/7/11,101128.7
Anhui,2012/7/11,43997.78
Fujian,2012/7/11,52858.89
Eastern China,2012/7/12,384740
Shanghai,2012/7/12,48650
Jiangsu,2012/7/12,137410
Zhejiang,2012/7/12,101409
Anhui,2012/7/12,42499
Fujian,2012/7/12,53099
Eastern China,2012/7/13,362260.68
Shanghai,2012/7/13,45579.23
Jiangsu,2012/7/13,128632
